SYMBOL,PREV. CLOSE,BEST BID QTY,BEST BID PRICE,BEST ASK PRICE,BEST ASK QTY,INDICATIVE EQUILIBRIUM QUANTITY,INDICATIVE EQUILIBRIUM PRICE,CHANGE,%CHANGE,FINAL PRICE,FINAL VOLUME,VALUE (₹ Crores),FFM CAP (₹ Crores),INDICATIVE IMBALANCE QUANTITY AT EQUILIBRIUM PRICE,INDICATIVE IMBALANCE QUANTITY AT MARKET ORDER,52 WEEK HIGH,52 WEEK LOW
INOXWIND,"74.10","139","74.33","74.37","242","-","-","0.23","0.31","74.33","9,759","0.07","7,147.21","-","-","159.30","68.00"
SAGILITY,"44.56","6,936","44.56","44.59","466","-","-","0.03","0.07","44.59","15,972","0.07","10,238.76","-","-","57.89","35.83"
NAUKRI,"1,265.00","8","1,261.00","1,265.00","9","-","-","-","-","1,265.00","524","0.07","48,299.80","-","-","1,433.60","908.30"
AMBER,"7,046.00","13","7,080.50","7,081.00","1","-","-","34.50","0.49","7,080.50","91","0.06","15,429.62","-","-","8,974.00","5,400.50"
GRASIM,"3,173.10","284","3,175.00","3,188.00","12","-","-","1.90","0.06","3,175.00","187","0.06","1,19,462.91","-","-","3,411.10","2,502.50"
BRITANNIA,"4,982.00","211","4,982.00","5,000.00","2","-","-","-","-","4,982.00","117","0.06","58,521.05","-","-","6,271.00","4,933.00"
GODREJPROP,"1,678.20","4","1,686.50","1,686.90","32","-","-","8.70","0.52","1,686.90","342","0.06","22,750.60","-","-","2,352.00","1,434.00"
PGEL,"529.35","58","529.10","529.35","244","-","-","0.25","0.05","529.35","1,053","0.06","8,563.49","-","-","644.40","436.55"
UNITDSPR,"1,390.00","74","1,382.00","1,383.50","6","-","-","-8.00","-0.58","1,382.00","384","0.05","40,710.35","-","-","1,563.40","1,210.80"
CONCOR,"488.15","833","489.00","489.05","9","-","-","0.85","0.17","489.00","1,070","0.05","16,833.96","-","-","568.00","421.45"
UNOMINDA,"1,205.00","1,600","1,211.90","1,213.20","5","-","-","8.20","0.68","1,213.20","431","0.05","22,005.31","-","-","1,382.00","994.00"
MOTILALOFS,"988.70","464","988.70","990.00","1","-","-","-","-","988.70","480","0.05","15,426.99","-","-","1,097.10","614.90"
AMBUJACEM,"383.25","10","384.05","384.55","70","-","-","1.30","0.34","384.55","1,214","0.05","23,908.10","-","-","600.80","379.55"
PAGEIND,"35,020.00","8","34,900.00","34,990.00","14","-","-","-30.00","-0.09","34,990.00","13","0.05","22,010.99","-","-","45,890.00","29,805.00"
MPHASIS,"2,320.00","969","2,323.00","2,323.30","3","-","-","2.90","0.13","2,322.90","194","0.05","30,675.13","-","-","3,037.20","2,013.00"
SBICARD,"636.95","51","635.10","635.95","19","-","-","-1.00","-0.16","635.95","658","0.04","18,806.75","-","-","965.00","565.45"
TORNTPHARM,"4,875.00","1","4,860.00","4,874.50","30","-","-","-0.50","-0.01","4,874.50","85","0.04","71,303.80","-","-","5,250.00","3,480.60"
RADICO,"4,380.00","72","4,381.00","4,382.50","7","-","-","1.00","0.02","4,381.00","94","0.04","34,236.60","-","-","4,747.00","2,500.00"
RBLBANK,"404.15","200","406.00","406.15","2,389","-","-","2.00","0.49","406.15","976","0.04","25,069.89","-","-","420.40","261.60"
KFINTECH,"897.00","100","899.00","900.00","23","-","-","3.00","0.33","900.00","398","0.04","12,002.21","-","-","1,215.00","784.95"
LICHSGFIN,"545.90","2","548.60","548.80","27","-","-","2.70","0.49","548.60","542","0.03","16,447.92","-","-","598.20","458.90"
BAJAJHLDNG,"11,010.00","10","11,065.00","11,094.00","2","-","-","84.00","0.76","11,094.00","26","0.03","47,899.68","-","-","13,880.00","8,588.00"
PIIND,"2,307.00","35","2,307.00","2,310.00","1","-","-","-","-","2,307.00","122","0.03","18,638.33","-","-","3,832.90","2,191.00"
SUPREMEIND,"3,344.40","2","3,348.50","3,354.50","5","-","-","3.00","0.09","3,347.40","52","0.02","21,497.41","-","-","4,628.40","3,140.00"
ASTRAL,"1,398.90","119","1,400.00","1,400.90","6","-","-","1.10","0.08","1,400.00","123","0.02","17,074.92","-","-","1,768.70","1,311.60"
PHOENIXLTD,"1,872.20","10","1,872.20","1,880.00","32","-","-","7.80","0.42","1,880.00","84","0.02","35,002.70","-","-","2,169.80","1,465.60"
CROMPTON,"225.10","585","226.00","226.20","84","-","-","0.90","0.40","226.00","623","0.01","14,478.07","-","-","319.00","217.40"
360ONE,"1,061.30","17","1,060.50","1,061.30","11","-","-","-0.80","-0.08","1,060.50","73","0.01","27,475.76","-","-","1,236.20","906.05"
